gene_id	gene_symbol	cluster
FBgn0027599	CG2790	2
FBgn0027600	obst-B	2
FBgn0027601	pdgy	2
FBgn0027602	CG8611	2
FBgn0027603	Ulp1	2
FBgn0027607	CG8230	2
FBgn0027609	morgue	2
FBgn0027610	Dic1	2
FBgn0027611	LManII	2
FBgn0027615	OXA1L	2
FBgn0027616	Ythdc1	2
FBgn0027617	CG5808	2
FBgn0027619	eIF3j	2
FBgn0027620	Acf	2
FBgn0027621	Pfrx	2
FBgn0027655	htt	2
FBgn0027657	glob1	2
FBgn0027660	blot	2
FBgn0027779	VhaSFD	2
FBgn0027780	Aasdh	2
FBgn0027783	SMC2	2
FBgn0027784	Prp18	2
FBgn0027785	NP15.6	2
FBgn0027786	Mtch	2
FBgn0027790	GV1	2
FBgn0027791	O-fut2	2
FBgn0027793	CG14787	2
FBgn0027794	Lrpprc2	2
FBgn0027795	CG14785	2
FBgn0027835	Dp1	2
FBgn0027836	Gtpbp1	2
FBgn0027841	CstF64	2
FBgn0027843	CAH2	2
FBgn0027844	CAH1	2
FBgn0027864	Ogg1	2
FBgn0027865	Tsp96F	2
FBgn0027866	CG9776	2
FBgn0027868	Nup107	2
FBgn0027872	rdgBbeta	2
FBgn0027873	Cpsf100	2
FBgn0027889	ball	2
FBgn0027903	PolD2	2
FBgn0027929	NimB1	2
FBgn0027930	MP1	2
FBgn0027932	Akap200	2
FBgn0027945	ppl	2
FBgn0027948	msps	2
FBgn0027949	msb1l	2
FBgn0027950	MBD-like	2
FBgn0027951	MTA1-like	2
FBgn0028292	ric8a	2
FBgn0028325	Pdha1	2
FBgn0028327	l(1)G0320	2
FBgn0028331	l(1)G0289	2
FBgn0028341	Ptpmeg2	2
FBgn0028342	ATPsyndelta	2
FBgn0028343	Ankle2	2
FBgn0028360	Cdc7	2
FBgn0028372	Kpc2	2
FBgn0028375	heix	2
FBgn0028380	fal	2
FBgn0028382	cyp33	2
FBgn0028387	chm	2
FBgn0028394	CG17834	2
FBgn0028396	TotA	2
FBgn0028398	Taf10	2
FBgn0028399	Serinc	2
FBgn0028402	Polr3E	2
FBgn0028406	Drep4	2
FBgn0028408	Drep2	2
FBgn0028411	Nxt1	2
FBgn0028421	Kap3	2
FBgn0028425	JhI-21	2
FBgn0028426	RNaseZ	2
FBgn0028427	Ilk	2
FBgn0028429	I-2	2
FBgn0028430	He	1
FBgn0028434	Ercc1	2
FBgn0028436	ECSIT	2
FBgn0028467	Ube4A	2
FBgn0028468	rtet	2
FBgn0028471	Nab2	2
FBgn0028473	Non1	2
FBgn0028474	CG4119	2
FBgn0028475	Hrd3	2
FBgn0028476	Usp1	2
FBgn0028479	Mtpalpha	2
FBgn0028480	CG17841	2
FBgn0028484	Ack	2
FBgn0028487	f-cup	2
FBgn0028490	CG31705	2
FBgn0028497	Mtmr6	2
FBgn0028499	CG7985	2
FBgn0028500	Rich	2
FBgn0028504	CG12182	2
FBgn0028506	CG4455	2
FBgn0028507	CG3793	2
FBgn0028509	CenG1A	2
FBgn0028514	CG4793	1
FBgn0028515	EndoGI	2
FBgn0028527	CG18507	2
FBgn0028530	mTTF	2
FBgn0028533	CG7953	1
FBgn0028534	CG7916	1
FBgn0028537	CG31775	3
FBgn0028538	Sec71	2
FBgn0028539	Eato	2
FBgn0028540	CG9008	2
FBgn0028541	TM9SF4	2
FBgn0028542	NimB4	2
FBgn0028544	Vajk3	2
FBgn0028546	ics	2
FBgn0028550	Atf3	2
FBgn0028552	gammaSnap1	2
FBgn0028554	x16	2
FBgn0028562	sut2	3
FBgn0028563	sut1	2
FBgn0028577	hfp	2
FBgn0028579	phtf	2
FBgn0028582	lqf	2
FBgn0028622	qsm	2
FBgn0028646	Aralar	2
FBgn0028647	CG11902	2
FBgn0028648	mRpL50	2
FBgn0028658	Adat1	2
FBgn0028662	VhaPPA1-1	2
FBgn0028663	VhaM9.7-b	2
FBgn0028664	VhaM9.7-c	2
FBgn0028670	Vha100-2	2
FBgn0028671	Vha100-1	2
FBgn0028683	spt4	2
FBgn0028684	Rpt5	2
FBgn0028685	Rpt4	2
FBgn0028686	Rpt3	2
FBgn0028687	Rpt1	2
FBgn0028688	Rpn7	2
FBgn0028689	Rpn6	2
FBgn0028690	Rpn5	2
FBgn0028691	Rpn9	2
FBgn0028692	Rpn2	2
FBgn0028693	Rpn12	2
FBgn0028694	Rpn11	2
FBgn0028695	Rpn1	2
FBgn0028697	RpL15	2
FBgn0028700	RfC38	2
FBgn0028703	Nhe3	2
FBgn0028707	Mt2	2
FBgn0028708	Mst85C	2
FBgn0028717	Lnk	2
FBgn0028734	Fmr1	2
FBgn0028737	eEF1beta	2
FBgn0028738	ETH	2
FBgn0028740	CG6362	2
FBgn0028744	CG5033	2
FBgn0028746	CG18508	2
FBgn0028789	Doc1	2
FBgn0028833	Cmpk	2
FBgn0028836	CSN7	2
FBgn0028837	CSN6	2
FBgn0028855	CG15282	3
FBgn0028871	Cpr35B	2
FBgn0028886	CG15279	2
FBgn0028894	GMF	2
FBgn0028895	CG17328	2
FBgn0028896	CG17329	2
FBgn0028897	CG4935	2
FBgn0028899	CG31817	2
FBgn0028916	CG33090	2
FBgn0028919	CG16865	2
FBgn0028920	CG8997	1
FBgn0028926	NC2beta	2
FBgn0028931	CG16863	2
FBgn0028932	CG16890	2
FBgn0028940	Cyp28a5	1
FBgn0028952	Kebab	2
FBgn0028953	CG14478	2
FBgn0028956	mthl3	2
FBgn0028962	AlaRS-m	2
FBgn0028965	CG9933	2
FBgn0028968	gammaCOP	2
FBgn0028969	deltaCOP	2
FBgn0028970	RabGGTb	2
FBgn0028978	trbl	2
FBgn0028979	tio	2
FBgn0028980	tant	2
FBgn0028982	Spt6	2
FBgn0028983	Spn55B	2
FBgn0028984	Spn88Ea	2
FBgn0028988	Spn42Dd	2
FBgn0028990	Spn27A	2
FBgn0028992	sds22	2
FBgn0028997	nmdyn-D7	2
FBgn0029002	miple2	2
FBgn0029003	mab-21	2
FBgn0029006	Smurf	2
FBgn0029067	Ctdnep1	2
FBgn0029079	icln	2
FBgn0029084	gom	2
FBgn0029088	disp	2
FBgn0029092	ced-6	2
FBgn0029093	cathD	2
FBgn0029094	asf1	2
FBgn0029095	aru	2
FBgn0029113	Uba2	2
FBgn0029114	Tollo	2
FBgn0029117	Surf1	2
FBgn0029118	ScsbetaG	2
FBgn0029121	Sras	2
FBgn0029131	Debcl	2
FBgn0029133	REG	2
FBgn0029134	Prosbeta5	2
FBgn0029137	Patsas	2
FBgn0029147	NtR	1
FBgn0029148	NHP2	2
FBgn0029152	Mkrn1	2
FBgn0029155	Men-b	2
FBgn0029157	ssh	2
FBgn0029158	Las	2
FBgn0029161	slmo	2
FBgn0029167	Hml	1
FBgn0029170	TwdlT	2
FBgn0029174	Fkbp59	2
FBgn0029175	sotv	2
FBgn0029176	eEF1gamma	2
FBgn0029502	Coq7	2
FBgn0029503	mora	2
FBgn0029504	CHES-1-like	2
FBgn0029506	Tsp42Ee	2
FBgn0029508	Tsp42Ea	2
FBgn0029512	Aos1	2
FBgn0029514	CG9166	2
FBgn0029522	CG13373	2
FBgn0029523	CR18275	2
FBgn0029524	CG3176	2
FBgn0029525	CG18273	2
FBgn0029526	CR18166	2
FBgn0029529	CG13365	2
FBgn0029532	CG13361	2
FBgn0029588	CR14798	2
FBgn0029594	Coa8	2
FBgn0029596	CG14054	1
FBgn0029608	CG3091	2
FBgn0029629	eIF3g1	2
FBgn0029648	CG3603	2
FBgn0029662	CG12206	2
FBgn0029664	CG10802	2
FBgn0029665	CG14270	2
FBgn0029666	CG10803	2
FBgn0029672	CG2875	2
FBgn0029676	HIP-R	2
FBgn0029685	CG2938	2
FBgn0029686	Glos	2
FBgn0029687	Vap33	2
FBgn0029688	lva	2
FBgn0029689	CG6428	2
FBgn0029690	CG6414	2
FBgn0029693	Cmtr1	2
FBgn0029706	Pdpr	2
FBgn0029708	CG3556	2
FBgn0029709	CHOp24	2
FBgn0029710	CG3568	1
FBgn0029711	Usf	2
FBgn0029712	CG15912	2
FBgn0029713	CG11436	2
FBgn0029714	CG3527	2
FBgn0029715	CG11444	2
FBgn0029718	mRpL30	2
FBgn0029720	CG3009	2
FBgn0029736	CG4041	2
FBgn0029737	Hgsnat	2
FBgn0029750	CG3323	2
FBgn0029751	CG17764	2
FBgn0029755	Sas10	2
FBgn0029756	CG3309	2
FBgn0029763	Usp16-45	2
FBgn0029766	CG15784	2
FBgn0029771	CG12730	2
FBgn0029778	RhoGAP5A	2
FBgn0029783	Sirt4	2
FBgn0029785	RpL35	2
FBgn0029789	PGAP1	2
FBgn0029791	AdamTS-B	2
FBgn0029798	Rtel1	2
FBgn0029800	lin-52	2
FBgn0029801	Nanp	2
FBgn0029804	CG3097	2
FBgn0029813	AgmNAT	3
FBgn0029818	GAA1	2
FBgn0029819	Usp30	2
FBgn0029820	CG16721	2
FBgn0029821	CG4020	2
FBgn0029822	CG12236	2
FBgn0029823	Shmt	2
FBgn0029825	CG12728	2
FBgn0029826	CG6041	2
FBgn0029830	Grip	2
FBgn0029831	CG5966	2
FBgn0029833	MCTS1	2
FBgn0029836	CG5928	2
FBgn0029838	CG4666	2
FBgn0029840	raptor	2
FBgn0029843	Nep1	2
FBgn0029849	Efr	2
FBgn0029853	Josd	2
FBgn0029854	CG3566	2
FBgn0029856	CG11700	2
FBgn0029857	wuho	2
FBgn0029858	mldr	2
FBgn0029859	CG15892	3
FBgn0029860	CG15891	2
FBgn0029861	CG3815	2
FBgn0029863	CG3823	2
FBgn0029866	CG3842	2
FBgn0029867	CG3847	2
FBgn0029868	ND-B16.6	2
FBgn0029870	Marf	2
FBgn0029873	CG3918	2
FBgn0029874	CG3342	2
FBgn0029878	Pat1	2
FBgn0029881	pigs	2
FBgn0029882	CG3226	2
FBgn0029885	CG3224	2
FBgn0029887	CG3198	2
FBgn0029888	ND-ASHI	2
FBgn0029890	Fum2	2
FBgn0029891	Pink1	2
FBgn0029892	CG3184	2
FBgn0029893	CG14442	2
FBgn0029894	CG14440	2
FBgn0029895	CG14441	2
FBgn0029896	CG3168	2
FBgn0029897	RpL17	2
FBgn0029898	CG14439	2
FBgn0029903	pod1	2
FBgn0029905	Nf-YC	2
FBgn0029906	xit	2
FBgn0029907	Atx-1	2
FBgn0029911	detr	2
FBgn0029912	Tmf	2
FBgn0029913	Cht11	2
FBgn0029914	CG4558	2
FBgn0029915	CG14434	2
FBgn0029924	CG4586	2
FBgn0029925	CG3040	2
FBgn0029928	CG3032	2
FBgn0029929	CG4593	2
FBgn0029932	CG4607	2
FBgn0029935	CG4615	2
FBgn0029936	CG4617	2
FBgn0029937	CG8300	2
FBgn0029941	CG1677	2
FBgn0029942	CG2059	2
FBgn0029943	Atg5	2
FBgn0029944	Dok	2
FBgn0029945	Acsf3	2
FBgn0029957	CG12155	2
FBgn0029958	Pdp	2
FBgn0029959	Rab39	2
FBgn0029969	Acat1	2
FBgn0029970	Nek2	2
FBgn0029975	spidey	2
FBgn0029976	snz	2
FBgn0029979	mahe	2
FBgn0029980	Dhdds	2
FBgn0029990	CG2233	2
FBgn0029992	Upf2	2
FBgn0029996	UbcE2H	2
FBgn0029997	CG2258	2
FBgn0029999	CG1575	2
FBgn0030000	CG2260	2
FBgn0030003	CG2116	2
FBgn0030004	CG10958	2
FBgn0030005	spdt	1
FBgn0030006	CG17982	2
FBgn0030007	alpha-PheRS	2
FBgn0030008	CG2129	2
FBgn0030010	CG10959	2
FBgn0030011	Gbeta5	2
FBgn0030012	Imzf	2
FBgn0030013	GIIIspla2	2
FBgn0030017	CG2278	2
FBgn0030018	slpr	2
FBgn0030025	CG2147	2
FBgn0030026	sni	2
FBgn0030027	CG1632	2
FBgn0030028	Corp	2
FBgn0030029	CG15343	2
FBgn0030030	CG1636	2
FBgn0030034	CG10555	2
FBgn0030035	PIG-T	2
FBgn0030037	Miga	2
FBgn0030038	CG1440	2
FBgn0030039	CG12123	2
FBgn0030048	CG12112	3
FBgn0030049	Trf4-1	2
FBgn0030051	spirit	2
FBgn0030052	CG12065	2
FBgn0030053	CG12081	2
FBgn0030054	Caf1-180	2
FBgn0030055	Rubicon	2
FBgn0030056	CAH3	2
FBgn0030057	Ppt1	2
FBgn0030060	CG2004	2
FBgn0030061	Nop53	2
FBgn0030063	CG1789	2
FBgn0030065	CG12075	2
FBgn0030066	Uros1	2
FBgn0030067	Rbm13	2
FBgn0030073	CG10962	2
FBgn0030077	CG15365	2
FBgn0030081	CG7246	2
FBgn0030082	HP1b	2
FBgn0030085	CG6999	2
FBgn0030086	CCT2	2
FBgn0030087	CG7766	2
FBgn0030088	Arfrp1	2
FBgn0030089	AP-1gamma	2
FBgn0030090	fend	2
FBgn0030091	CG7065	2
FBgn0030092	fh	2
FBgn0030093	Bap111	2
FBgn0030096	Zpr1	2
FBgn0030097	CG12115	1
FBgn0030099	CG12056	2
FBgn0030100	CG12106	2
FBgn0030101	CG12118	2
FBgn0030105	CG15369	2
FBgn0030107	CG15370	1
FBgn0030109	CG12121	2
FBgn0030114	CG17754	2
FBgn0030117	ric8b	2
FBgn0030120	CG17440	2
FBgn0030121	Cfp1	2
FBgn0030122	Aladin	2
FBgn0030136	RpS28b	2
FBgn0030137	CG15317	2
FBgn0030141	Gga	2
FBgn0030151	CG1354	2
FBgn0030159	CG9689	2
FBgn0030160	CG9691	2
FBgn0030177	CG2972	2
FBgn0030178	Naxe	2
FBgn0030183	Ypel	2
FBgn0030189	CG2909	2
FBgn0030195	CG2898	2
FBgn0030196	Psf3	2
FBgn0030206	CG2889	2
FBgn0030207	CG2887	2
FBgn0030208	PPP4R2r	2
FBgn0030217	CG2124	2
FBgn0030218	CG1628	2
FBgn0030228	BTBD9	2
FBgn0030234	CG15211	2
FBgn0030237	CG15209	2
FBgn0030239	Pgls	2
FBgn0030240	CG2202	2
FBgn0030241	feo	2
FBgn0030242	sofe	2
FBgn0030243	CG2186	2
FBgn0030245	CG1637	2
FBgn0030246	CG1582	2
FBgn0030251	Arlr	2
FBgn0030263	CG2076	2
FBgn0030266	CG11122	2
FBgn0030268	Klp10A	2
FBgn0030269	CDK2AP1	2
FBgn0030271	CG15202	2
FBgn0030272	CG15201	2
FBgn0030274	Lint-1	2
FBgn0030276	Dlic	2
FBgn0030286	Gapvd1	2
FBgn0030289	GCS1	2
FBgn0030290	CG11756	2
FBgn0030291	CG1738	2
FBgn0030292	NdufV3	2
FBgn0030293	CG1737	2
FBgn0030300	Sk1	2
FBgn0030301	HP5	2
FBgn0030305	Uba5	2
FBgn0030306	Spase25	2
FBgn0030309	CG1572	2
FBgn0030310	PGRP-SA	2
FBgn0030311	CG11699	2
FBgn0030314	CG11696	2
FBgn0030316	CG11695	2
FBgn0030318	rho-4	2
FBgn0030319	CG2533	2
FBgn0030320	CG2247	2
FBgn0030321	CG1703	2
FBgn0030323	Vlet	2
FBgn0030326	CG2444	1
FBgn0030327	FucT6	2
FBgn0030328	Amun	2
FBgn0030329	prtp	2
FBgn0030330	Tango10	2
FBgn0030334	Karl	2
FBgn0030336	CG1578	2
FBgn0030341	p24-1	2
FBgn0030342	CG10347	2
FBgn0030343	ATP7	2
FBgn0030344	Nrd1	2
FBgn0030345	CG1847	2
FBgn0030346	BORCS5	2
FBgn0030347	CG15739	2
FBgn0030349	CG10353	2
FBgn0030350	SelG	2
FBgn0030351	CG1840	2
FBgn0030352	sicily	2
FBgn0030354	Upf1	2
FBgn0030357	Sclp	2
FBgn0030359	CG18130	2
FBgn0030360	CG1806	2
FBgn0030361	CG1492	2
FBgn0030362	regucalcin	2
FBgn0030364	Lsm12a	2
FBgn0030365	Tango4	2
FBgn0030366	Usp7	2
FBgn0030391	Rab40	2
FBgn0030394	Cpr11A	2
FBgn0030396	mdu	2
FBgn0030400	Pits	2
FBgn0030403	CG1824	2
FBgn0030406	CG1463	2
FBgn0030407	Fpgs1	2
FBgn0030410	Aven	2
FBgn0030411	CG2540	2
FBgn0030412	Tomosyn	2
FBgn0030418	CG4004	2
FBgn0030420	pira	2
FBgn0030431	Flad1	2
FBgn0030432	CG4404	2
FBgn0030433	mRpL49	2
FBgn0030434	Brms1	2
FBgn0030435	CG4645	2
FBgn0030447	CG2200	2
FBgn0030451	CG15717	2
FBgn0030452	MFS10	2
FBgn0030456	CG4332	2
FBgn0030457	CG12096	2
FBgn0030460	Coq5	2
FBgn0030465	CG15743	2
FBgn0030466	Remo	2
FBgn0030467	CG1764	2
FBgn0030468	CG1622	2
FBgn0030474	CG15747	2
FBgn0030478	Alat	2
FBgn0030479	Rbp1-like	2
FBgn0030480	Tim9a	2
FBgn0030481	CG1662	2
FBgn0030482	Bcat	2
FBgn0030484	GstT4	2
FBgn0030485	CG1998	2
FBgn0030486	Set2	2
FBgn0030493	CG15756	2
FBgn0030494	Cpr12A	2
FBgn0030499	CG11178	2
FBgn0030500	Ndc80	2
FBgn0030501	BthD	2
FBgn0030502	tth	2
FBgn0030503	Tango2	2
FBgn0030504	CG2691	2
FBgn0030505	NFAT	2
FBgn0030506	DNAlig4	2
FBgn0030507	CG11164	2
FBgn0030510	CG12177	2
FBgn0030511	CG11158	2
FBgn0030512	Nadsyn	2
FBgn0030514	Mrgn1	2
FBgn0030518	CG11134	2
FBgn0030519	CG11151	2
FBgn0030520	Pdcd4	2
FBgn0030521	CtsB	2
FBgn0030522	amrt	2
FBgn0030524	CG10993	1
FBgn0030528	CG11095	2
FBgn0030529	Clic	2
FBgn0030530	jub	2
FBgn0030539	CG1368	2
FBgn0030542	CG12481	2
FBgn0030544	CG13403	2
FBgn0030545	CG11590	2
FBgn0030552	mRpL38	2
FBgn0030554	Dus2	2
FBgn0030555	Fbxl4	2
FBgn0030556	mRNA-cap	2
FBgn0030559	CG13404	1
FBgn0030569	CG9411	2
FBgn0030571	CG14414	2
FBgn0030572	mRpS25	2
FBgn0030573	nmdyn-D6	2
FBgn0030581	CG14408	2
FBgn0030582	CG14411	2
FBgn0030583	CG14410	2
FBgn0030584	Grx5	2
FBgn0030586	CG12539	2
FBgn0030588	CG9521	2
FBgn0030598	CG9503	2
FBgn0030603	CG5541	2
FBgn0030605	ND-B18	2
FBgn0030607	dob	2
FBgn0030608	Lsd-2	2
FBgn0030610	Cox17	2
FBgn0030611	CG15027	2
FBgn0030612	Dbct	2
FBgn0030616	RpL37-1	2
FBgn0030617	CG9095	2
FBgn0030625	CG5877	2
FBgn0030628	CG9114	2
FBgn0030629	CG9123	2
FBgn0030630	CG12608	2
FBgn0030631	Prp5	2
FBgn0030638	CG11655	2
FBgn0030641	CG6299	2
FBgn0030642	CG15642	2
FBgn0030645	Alg14	2
FBgn0030648	CG6340	2
FBgn0030653	CG7860	2
FBgn0030654	CG15643	2
FBgn0030655	CG9213	2
FBgn0030657	cerv	2
FBgn0030658	CG7872	2
FBgn0030659	CG9215	2
FBgn0030660	CG8097	2
FBgn0030661	Alp11	2
FBgn0030662	Chsy	2
FBgn0030665	CG15646	2
FBgn0030666	CG12708	2
FBgn0030668	CG8128	2
FBgn0030669	CG9240	2
FBgn0030670	Pis	2
FBgn0030671	Hap40	2
FBgn0030672	CG9281	2
FBgn0030673	CG15601	2
FBgn0030674	HUWE1	2
FBgn0030675	CG8191	2
FBgn0030676	CG12379	2
FBgn0030678	CG11679	2
FBgn0030679	CG8206	2
FBgn0030680	CG8944	2
FBgn0030683	Mvd	2
FBgn0030685	Graf	2
FBgn0030686	mRpL3	2
FBgn0030687	Polr3A	2
FBgn0030692	mRpS30	2
FBgn0030693	sordd1	2
FBgn0030694	CG15602	2
FBgn0030695	PGRP-LE	2
FBgn0030699	CG8578	2
FBgn0030700	CG15914	2
FBgn0030701	CG16952	2
FBgn0030703	MSBP	2
FBgn0030704	CG15916	2
FBgn0030710	CG8924	2
FBgn0030711	Rrp47	2
FBgn0030716	Cep164	2
FBgn0030717	Slc25A46a	2
FBgn0030718	ND-20	2
FBgn0030719	eIF5	2
FBgn0030720	CG8939	2
FBgn0030724	Nipsnap	2
FBgn0030731	Mfe2	2
FBgn0030733	UQCR-14	2
FBgn0030734	ERp44	2
FBgn0030735	CG3632	2
FBgn0030738	CG9915	2
FBgn0030739	SWIP	2
FBgn0030740	CG9917	2
FBgn0030742	CG9919	2
FBgn0030743	CG9921	2
FBgn0030744	CG9992	2
FBgn0030745	CG4239	2
FBgn0030749	AnxB11	2
FBgn0030752	Cdc50	2
FBgn0030753	rngo	2
FBgn0030757	CG9902	2
FBgn0030759	CG13014	2
FBgn0030761	CG9784	2
FBgn0030763	CG9782	2
FBgn0030764	CG9777	2
FBgn0030766	mthl1	2
FBgn0030768	Nemp	2
FBgn0030770	CG13010	2
FBgn0030786	mRpL22	2
FBgn0030787	CG9609	2
FBgn0030788	Sap30	2
FBgn0030789	Rrp45	2
FBgn0030790	CG4768	2
FBgn0030791	CG9132	2
FBgn0030792	CG4789	2
FBgn0030793	Rai1	2
FBgn0030794	CG13005	2
FBgn0030795	ppk28	2
FBgn0030798	CG13003	2
FBgn0030799	CG4872	2
FBgn0030800	Nprl2	2
FBgn0030801	Polr3I	2
FBgn0030802	DENR	2
FBgn0030803	CG4880	2
FBgn0030805	wus	2
FBgn0030806	CG13001	2
FBgn0030808	RhoGAP15B	2
FBgn0030809	Ubr1	2
FBgn0030812	wcy	2
FBgn0030813	CG4949	2
FBgn0030816	CG16700	2
FBgn0030828	CG5162	1
FBgn0030833	CG8915	2
FBgn0030834	CG8675	2
FBgn0030836	CG8664	1
FBgn0030837	CG8661	1
FBgn0030838	CG5445	2
FBgn0030839	ENGase	2
FBgn0030841	CG8568	2
FBgn0030847	CG12991	2
FBgn0030850	stas	2
FBgn0030851	CG8326	2
FBgn0030853	ND-24	2
FBgn0030854	CG8289	2
FBgn0030855	CG5800	2
FBgn0030858	IntS2	2
FBgn0030863	CG8188	2
FBgn0030864	CG8173	2
FBgn0030869	Socs16D	2
FBgn0030870	CG6398	2
FBgn0030871	CG8142	2
FBgn0030872	Ucp4A	2
FBgn0030873	CG15814	2
FBgn0030874	Spt7	2
FBgn0030876	Srx	2
FBgn0030877	Arp8	2
FBgn0030878	CG6769	2
FBgn0030882	Gss1	2
FBgn0030883	CG7772	2
FBgn0030884	CG6847	2
FBgn0030890	CG7536	2
FBgn0030891	Ada3	2
FBgn0030892	Swt1	2
FBgn0030893	RhoGAP16F	2
FBgn0030894	Mvb12	2
FBgn0030899	Hesr	2
FBgn0030900	Him	2
FBgn0030904	upd2	2
FBgn0030912	CG6023	2
FBgn0030915	CG6179	2
FBgn0030925	Hayan	2
FBgn0030926	psh	2
FBgn0030927	CG15046	2
FBgn0030929	CG15043	1
FBgn0030930	Pgant7	2
FBgn0030931	Xrcc2	2
FBgn0030932	Ggt-1	2
FBgn0030941	wgn	2
FBgn0030943	Nup35	2
FBgn0030944	Hou	2
FBgn0030945	Ing3	2
FBgn0030946	CG6659	2
FBgn0030954	CCKLR-17D3	2
FBgn0030955	CG6891	2
FBgn0030956	CG18259	2
FBgn0030958	CR6900	2
FBgn0030959	CG6961	2
FBgn0030960	Atg101	2
FBgn0030963	CG7101	2
FBgn0030964	Pvf1	2
FBgn0030966	shop	2
FBgn0030968	CG7322	2
FBgn0030969	Usp39	2
FBgn0030970	CG7326	2
FBgn0030973	CG7332	2
FBgn0030974	Flacc	2
FBgn0030990	CG7556	2
FBgn0030991	CG7453	2
FBgn0030992	CG33253	2
FBgn0030993	Mec2	1
FBgn0030994	HP1D3csd	1
FBgn0030995	CG7914	2
FBgn0030996	CG14194	2
FBgn0030999	Mur18B	1
FBgn0031001	CG7884	2
FBgn0031003	CG7889	2
FBgn0031006	rictor	2
FBgn0031008	CG8010	2
FBgn0031011	CG8034	2
FBgn0031016	kek5	2
FBgn0031020	Naa15-16	2
FBgn0031021	ND-18	2
FBgn0031022	Snrnp48	2
FBgn0031023	CG14200	2
FBgn0031030	Tao	2
FBgn0031032	CG14204	1
FBgn0031036	CG14220	2
FBgn0031037	CG14207	2
FBgn0031040	CG14210	2
FBgn0031042	CG14221	2
FBgn0031043	Naa20A	2
FBgn0031044	MKP-4	2
FBgn0031045	CG14212	3
FBgn0031047	Rcd-1	2
FBgn0031048	CG12237	2
FBgn0031049	Sec61gamma	2
FBgn0031050	Arp10	2
FBgn0031051	Ranbp21	2
FBgn0031052	Elys	2
FBgn0031053	CG14223	2
FBgn0031054	Ssu72	2
FBgn0031057	Ubqn	2
FBgn0031059	CG14229	2
FBgn0031060	Tcs4	2
FBgn0031061	Acbp8	2
FBgn0031062	CG14230	2
FBgn0031064	CG12531	1
FBgn0031066	COX6B	2
FBgn0031068	Alr	2
FBgn0031069	Abcd3	2
FBgn0031070	CG12702	2
FBgn0031077	THADA	2
FBgn0031078	Nup205	2
FBgn0031090	Rab35	2
FBgn0031091	Phf7	2
FBgn0031092	CG9577	2
FBgn0031093	CG9581	2
FBgn0031094	CG9578	2
FBgn0031097	obst-A	2
FBgn0031098	CG17068	2
FBgn0031099	CG17065	2
FBgn0031106	Syx16	2
FBgn0031107	HERC2	2
FBgn0031114	cactin	2
FBgn0031115	CG11710	2
FBgn0031117	GstT3	2
FBgn0031118	RhoGAP19D	2
FBgn0031119	CG1812	2
FBgn0031126	Cyp6v1	2
FBgn0031127	CG1835	2
FBgn0031142	r-cup	2
FBgn0031143	CG1532	2
FBgn0031144	CG1529	2
FBgn0031145	Ntf-2	2
FBgn0031148	Cbs	2
FBgn0031149	Stt3A	2
FBgn0031150	bves	2
FBgn0031161	CG15445	2
FBgn0031170	Abca3	2
FBgn0031174	CG1486	2
FBgn0031183	CG14621	2
FBgn0031184	CG14615	2
FBgn0031187	Usp2	2
FBgn0031188	CG14613	2
FBgn0031189	Trmt10A	2
FBgn0031190	CG12576	2
FBgn0031191	Cp110	2
FBgn0031194	CG17598	2
FBgn0031195	CG17600	2
FBgn0031213	galectin	2
FBgn0031214	CG11374	2
FBgn0031216	Zir	2
FBgn0031217	Creld	2
FBgn0031224	CG11454	2
FBgn0031227	Pus10	2
FBgn0031228	ND-15	2
FBgn0031229	CG3436	2
FBgn0031231	mRpL10	2
FBgn0031233	Tbc1d15-17	2
FBgn0031238	Dus1	2
FBgn0031239	CG17075	2
FBgn0031244	CG11601	2
FBgn0031245	CG3625	2
FBgn0031247	CG11562	2
FBgn0031250	Ent1	2
FBgn0031252	CG13690	2
FBgn0031253	CG11885	2
FBgn0031254	CG13692	3
FBgn0031255	BBS8	2
FBgn0031256	shv	2
FBgn0031260	Spp	2
FBgn0031261	nAChRbeta3	1
FBgn0031263	Tspo	2
FBgn0031264	uncNacbeta	2
FBgn0031265	CG2794	2
FBgn0031266	Sf3b1	2
FBgn0031267	Ipk2	2
FBgn0031268	cold	2
FBgn0031270	CG13689	2
FBgn0031281	Saf6	2
FBgn0031282	Pex12	2
FBgn0031284	PGAP2	2
FBgn0031285	CG3662	2
FBgn0031286	CG3862	2
FBgn0031287	CG4291	2
FBgn0031298	Atg4a	2
FBgn0031304	TBC1D23	2
FBgn0031307	MFS3	2
FBgn0031309	Tfb4	2
FBgn0031310	Vps29	2
FBgn0031312	Tango14	2
FBgn0031314	IntS14	2
FBgn0031315	CG14341	2
FBgn0031317	Charon	2
FBgn0031318	CG4887	2
FBgn0031319	CG4896	2
FBgn0031320	CG5126	2
FBgn0031321	Tgt	2
FBgn0031322	CG5001	2
FBgn0031327	CG5397	2
FBgn0031344	CG7420	2
FBgn0031351	CG14352	2
FBgn0031356	CG17660	2
FBgn0031357	mRpL48	2
FBgn0031359	Rim2	2
FBgn0031360	CG31937	2
FBgn0031361	CG17652	2
FBgn0031374	Wdr62	2
FBgn0031377	CG15356	2
FBgn0031378	CG15362	2
FBgn0031379	CG7289	2
FBgn0031381	Npc2a	3
FBgn0031384	CG4238	2
FBgn0031390	tho2	2
